 Molecular Dynamics Program

 Number Of Particles   :          100
 Boxlength             :    5.0000000000000000     
 Density               :   0.80000000000000004     
 Temperature           :   0.50000000000000000     
 Cut-Off Radius        :    2.4999500000000001     
 Cut-Off Energy        :   -1.6318841245411584E-002
 Number Of Steps       :        50000
 Number Of Init Steps  :         5000
 Delta t               :    1.0000000000000000E-003
 Initial Energy        :    245316.72400150794     
 Final Energy          :   -240.12996283930053     

 Momentum X-Dir.        :   -4.6262993436130273E-013
 Momentum Y-Dir.        :    1.0137446437852304E-012
 Momentum Z-Dir.        :    1.2775891455873989E-013


 Step  TotalEnergy  KineticEnergy  PotentialEnergy  Temperature  Pressure
32200  -0.44176E+03   0.74442E+02  -0.51621E+03   0.50129E+00  -0.10454E+01
32250  -0.44176E+03   0.80387E+02  -0.52215E+03   0.54133E+00  -0.13990E+01
32300  -0.44176E+03   0.83193E+02  -0.52496E+03   0.56022E+00  -0.15509E+01
32350  -0.44176E+03   0.70426E+02  -0.51219E+03   0.47425E+00  -0.10202E+01
32400  -0.44176E+03   0.80306E+02  -0.52207E+03   0.54078E+00  -0.13081E+01
32450  -0.44176E+03   0.76473E+02  -0.51824E+03   0.51497E+00  -0.11628E+01
32500  -0.44176E+03   0.67877E+02  -0.50964E+03   0.45708E+00  -0.87610E+00
32550  -0.44176E+03   0.75265E+02  -0.51703E+03   0.50683E+00  -0.11301E+01
32600  -0.44176E+03   0.72343E+02  -0.51411E+03   0.48716E+00  -0.97391E+00
32650  -0.44177E+03   0.81043E+02  -0.52281E+03   0.54575E+00  -0.12680E+01
32700  -0.44176E+03   0.79262E+02  -0.52103E+03   0.53375E+00  -0.11993E+01
32750  -0.44176E+03   0.78552E+02  -0.52032E+03   0.52897E+00  -0.11238E+01
32800  -0.44176E+03   0.77850E+02  -0.51961E+03   0.52424E+00  -0.10430E+01
32850  -0.44176E+03   0.79640E+02  -0.52140E+03   0.53630E+00  -0.10989E+01
32900  -0.44176E+03   0.77646E+02  -0.51941E+03   0.52287E+00  -0.10424E+01
32950  -0.44176E+03   0.78498E+02  -0.52026E+03   0.52861E+00  -0.11079E+01
33000  -0.44177E+03   0.79002E+02  -0.52077E+03   0.53200E+00  -0.11698E+01
33050  -0.44176E+03   0.74352E+02  -0.51612E+03   0.50069E+00  -0.10024E+01
33100  -0.44176E+03   0.74473E+02  -0.51624E+03   0.50150E+00  -0.99629E+00
33150  -0.44176E+03   0.73821E+02  -0.51559E+03   0.49711E+00  -0.10258E+01
33200  -0.44176E+03   0.74529E+02  -0.51629E+03   0.50188E+00  -0.11253E+01
33250  -0.44176E+03   0.69619E+02  -0.51138E+03   0.46882E+00  -0.99907E+00
33300  -0.44176E+03   0.77657E+02  -0.51942E+03   0.52294E+00  -0.12763E+01
33350  -0.44176E+03   0.67788E+02  -0.50955E+03   0.45648E+00  -0.87007E+00
33400  -0.44176E+03   0.71883E+02  -0.51365E+03   0.48406E+00  -0.98843E+00
33450  -0.44176E+03   0.75025E+02  -0.51679E+03   0.50522E+00  -0.11309E+01
33500  -0.44176E+03   0.78658E+02  -0.52042E+03   0.52968E+00  -0.12498E+01
33550  -0.44176E+03   0.74814E+02  -0.51658E+03   0.50380E+00  -0.10487E+01
33600  -0.44176E+03   0.71853E+02  -0.51362E+03   0.48386E+00  -0.93884E+00
33650  -0.44176E+03   0.73683E+02  -0.51545E+03   0.49618E+00  -0.10355E+01
33700  -0.44176E+03   0.80958E+02  -0.52272E+03   0.54517E+00  -0.12868E+01
33750  -0.44177E+03   0.78052E+02  -0.51982E+03   0.52560E+00  -0.11162E+01
33800  -0.44176E+03   0.65112E+02  -0.50688E+03   0.43847E+00  -0.57454E+00
33850  -0.44177E+03   0.74208E+02  -0.51597E+03   0.49971E+00  -0.86698E+00
33900  -0.44176E+03   0.71363E+02  -0.51313E+03   0.48056E+00  -0.76548E+00
33950  -0.44176E+03   0.72401E+02  -0.51417E+03   0.48755E+00  -0.83051E+00
34000  -0.44176E+03   0.83300E+02  -0.52507E+03   0.56094E+00  -0.12220E+01
34050  -0.44176E+03   0.79287E+02  -0.52105E+03   0.53392E+00  -0.97484E+00
34100  -0.44176E+03   0.73811E+02  -0.51558E+03   0.49704E+00  -0.67963E+00
34150  -0.44176E+03   0.78259E+02  -0.52002E+03   0.52700E+00  -0.89358E+00
34200  -0.44176E+03   0.83187E+02  -0.52495E+03   0.56018E+00  -0.12596E+01
34250  -0.44176E+03   0.75594E+02  -0.51736E+03   0.50905E+00  -0.10888E+01
34300  -0.44176E+03   0.71825E+02  -0.51359E+03   0.48367E+00  -0.93473E+00
34350  -0.44176E+03   0.68051E+02  -0.50982E+03   0.45826E+00  -0.77041E+00
34400  -0.44176E+03   0.73228E+02  -0.51499E+03   0.49312E+00  -0.96446E+00
34450  -0.44176E+03   0.69555E+02  -0.51132E+03   0.46838E+00  -0.80440E+00
34500  -0.44176E+03   0.62772E+02  -0.50454E+03   0.42271E+00  -0.51553E+00
34550  -0.44176E+03   0.75568E+02  -0.51733E+03   0.50888E+00  -0.10167E+01
34600  -0.44176E+03   0.78695E+02  -0.52046E+03   0.52993E+00  -0.11552E+01
34650  -0.44176E+03   0.69534E+02  -0.51130E+03   0.46824E+00  -0.85031E+00
34700  -0.44176E+03   0.76030E+02  -0.51779E+03   0.51198E+00  -0.11118E+01
34750  -0.44176E+03   0.75059E+02  -0.51682E+03   0.50545E+00  -0.99955E+00
34800  -0.44176E+03   0.68899E+02  -0.51066E+03   0.46396E+00  -0.68585E+00
34850  -0.44176E+03   0.67215E+02  -0.50898E+03   0.45263E+00  -0.63217E+00
34900  -0.44176E+03   0.69163E+02  -0.51093E+03   0.46574E+00  -0.71540E+00
34950  -0.44176E+03   0.72629E+02  -0.51439E+03   0.48909E+00  -0.79935E+00
35000  -0.44176E+03   0.70393E+02  -0.51216E+03   0.47403E+00  -0.63585E+00
35050  -0.44176E+03   0.77145E+02  -0.51891E+03   0.51950E+00  -0.88179E+00
35100  -0.44176E+03   0.81842E+02  -0.52361E+03   0.55113E+00  -0.11292E+01
35150  -0.44176E+03   0.78583E+02  -0.52035E+03   0.52918E+00  -0.10066E+01
35200  -0.44176E+03   0.73666E+02  -0.51543E+03   0.49607E+00  -0.81177E+00
35250  -0.44176E+03   0.75701E+02  -0.51747E+03   0.50977E+00  -0.92294E+00
35300  -0.44176E+03   0.82150E+02  -0.52392E+03   0.55320E+00  -0.11921E+01
35350  -0.44177E+03   0.80675E+02  -0.52244E+03   0.54327E+00  -0.10612E+01
35400  -0.44176E+03   0.71250E+02  -0.51302E+03   0.47980E+00  -0.63408E+00
35450  -0.44177E+03   0.76240E+02  -0.51801E+03   0.51340E+00  -0.77992E+00
35500  -0.44176E+03   0.75662E+02  -0.51743E+03   0.50951E+00  -0.74401E+00
35550  -0.44176E+03   0.74815E+02  -0.51658E+03   0.50380E+00  -0.70702E+00
35600  -0.44177E+03   0.79003E+02  -0.52077E+03   0.53200E+00  -0.86326E+00
35650  -0.44176E+03   0.77521E+02  -0.51929E+03   0.52203E+00  -0.82214E+00
35700  -0.44176E+03   0.75164E+02  -0.51693E+03   0.50615E+00  -0.75433E+00
35750  -0.44176E+03   0.76383E+02  -0.51815E+03   0.51437E+00  -0.90744E+00
35800  -0.44176E+03   0.80552E+02  -0.52232E+03   0.54244E+00  -0.11968E+01
35850  -0.44176E+03   0.78253E+02  -0.52002E+03   0.52696E+00  -0.11445E+01
35900  -0.44176E+03   0.73897E+02  -0.51566E+03   0.49762E+00  -0.87883E+00
35950  -0.44176E+03   0.67425E+02  -0.50919E+03   0.45404E+00  -0.51978E+00
36000  -0.44176E+03   0.68042E+02  -0.50981E+03   0.45820E+00  -0.51380E+00
36050  -0.44176E+03   0.69231E+02  -0.51100E+03   0.46621E+00  -0.66358E+00
36100  -0.44177E+03   0.80176E+02  -0.52194E+03   0.53990E+00  -0.11449E+01
36150  -0.44176E+03   0.77872E+02  -0.51964E+03   0.52439E+00  -0.10644E+01
36200  -0.44176E+03   0.80112E+02  -0.52188E+03   0.53947E+00  -0.12005E+01
36250  -0.44176E+03   0.83374E+02  -0.52514E+03   0.56144E+00  -0.14029E+01
36300  -0.44176E+03   0.77908E+02  -0.51967E+03   0.52463E+00  -0.12299E+01
36350  -0.44177E+03   0.78163E+02  -0.51993E+03   0.52635E+00  -0.12112E+01
36400  -0.44176E+03   0.74879E+02  -0.51664E+03   0.50424E+00  -0.10059E+01
36450  -0.44176E+03   0.72238E+02  -0.51400E+03   0.48645E+00  -0.87992E+00
36500  -0.44176E+03   0.75987E+02  -0.51775E+03   0.51170E+00  -0.10675E+01
36550  -0.44176E+03   0.72113E+02  -0.51388E+03   0.48561E+00  -0.99566E+00
36600  -0.44177E+03   0.81421E+02  -0.52319E+03   0.54829E+00  -0.13500E+01
36650  -0.44176E+03   0.75857E+02  -0.51762E+03   0.51082E+00  -0.10784E+01
36700  -0.44176E+03   0.74201E+02  -0.51597E+03   0.49967E+00  -0.89713E+00
36750  -0.44176E+03   0.69342E+02  -0.51111E+03   0.46695E+00  -0.69342E+00
36800  -0.44176E+03   0.75131E+02  -0.51689E+03   0.50593E+00  -0.95125E+00
36850  -0.44176E+03   0.80464E+02  -0.52223E+03   0.54184E+00  -0.12756E+01
36900  -0.44176E+03   0.78140E+02  -0.51990E+03   0.52619E+00  -0.12565E+01
36950  -0.44176E+03   0.76648E+02  -0.51841E+03   0.51615E+00  -0.11357E+01
37000  -0.44176E+03   0.72361E+02  -0.51412E+03   0.48728E+00  -0.88599E+00
37050  -0.44176E+03   0.75933E+02  -0.51770E+03   0.51133E+00  -0.90740E+00
37100  -0.44176E+03   0.73364E+02  -0.51513E+03   0.49403E+00  -0.70646E+00
37150  -0.44176E+03   0.72775E+02  -0.51454E+03   0.49007E+00  -0.67278E+00
37200  -0.44176E+03   0.77789E+02  -0.51955E+03   0.52383E+00  -0.92563E+00
37250  -0.44176E+03   0.77794E+02  -0.51956E+03   0.52386E+00  -0.99530E+00
37300  -0.44176E+03   0.81871E+02  -0.52364E+03   0.55132E+00  -0.11725E+01
37350  -0.44176E+03   0.78943E+02  -0.52071E+03   0.53160E+00  -0.10885E+01
37400  -0.44176E+03   0.72408E+02  -0.51417E+03   0.48760E+00  -0.87219E+00
37450  -0.44176E+03   0.75067E+02  -0.51683E+03   0.50550E+00  -0.94173E+00
37500  -0.44176E+03   0.73064E+02  -0.51483E+03   0.49201E+00  -0.85770E+00
37550  -0.44176E+03   0.76393E+02  -0.51816E+03   0.51443E+00  -0.98591E+00
37600  -0.44176E+03   0.78702E+02  -0.52047E+03   0.52998E+00  -0.10431E+01
37650  -0.44176E+03   0.72963E+02  -0.51473E+03   0.49133E+00  -0.77341E+00
37700  -0.44176E+03   0.74500E+02  -0.51626E+03   0.50168E+00  -0.82846E+00
37750  -0.44176E+03   0.75964E+02  -0.51773E+03   0.51154E+00  -0.98209E+00
37800  -0.44176E+03   0.75707E+02  -0.51747E+03   0.50981E+00  -0.10839E+01
37850  -0.44176E+03   0.69165E+02  -0.51093E+03   0.46576E+00  -0.95636E+00
37900  -0.44176E+03   0.79248E+02  -0.52101E+03   0.53366E+00  -0.13550E+01
37950  -0.44176E+03   0.70809E+02  -0.51257E+03   0.47683E+00  -0.97251E+00
38000  -0.44176E+03   0.65510E+02  -0.50727E+03   0.44115E+00  -0.71054E+00
38050  -0.44176E+03   0.73326E+02  -0.51509E+03   0.49378E+00  -0.10249E+01
38100  -0.44176E+03   0.69357E+02  -0.51112E+03   0.46705E+00  -0.89128E+00
38150  -0.44176E+03   0.68024E+02  -0.50979E+03   0.45808E+00  -0.83937E+00
38200  -0.44176E+03   0.72078E+02  -0.51384E+03   0.48537E+00  -0.10019E+01
38250  -0.44176E+03   0.72541E+02  -0.51430E+03   0.48849E+00  -0.99060E+00
38300  -0.44176E+03   0.67751E+02  -0.50951E+03   0.45624E+00  -0.75944E+00
38350  -0.44176E+03   0.75384E+02  -0.51715E+03   0.50764E+00  -0.10235E+01
38400  -0.44176E+03   0.79872E+02  -0.52164E+03   0.53786E+00  -0.11841E+01
38450  -0.44176E+03   0.78822E+02  -0.52059E+03   0.53079E+00  -0.11370E+01
38500  -0.44176E+03   0.75780E+02  -0.51754E+03   0.51030E+00  -0.10612E+01
38550  -0.44176E+03   0.79955E+02  -0.52172E+03   0.53842E+00  -0.12523E+01
38600  -0.44176E+03   0.76021E+02  -0.51779E+03   0.51193E+00  -0.10897E+01
38650  -0.44176E+03   0.65528E+02  -0.50729E+03   0.44127E+00  -0.66240E+00
38700  -0.44176E+03   0.73477E+02  -0.51524E+03   0.49479E+00  -0.99481E+00
38750  -0.44176E+03   0.76885E+02  -0.51865E+03   0.51775E+00  -0.11811E+01
38800  -0.44176E+03   0.74364E+02  -0.51613E+03   0.50076E+00  -0.10394E+01
38850  -0.44176E+03   0.70412E+02  -0.51218E+03   0.47416E+00  -0.86945E+00
38900  -0.44176E+03   0.78947E+02  -0.52071E+03   0.53163E+00  -0.12832E+01
38950  -0.44176E+03   0.84158E+02  -0.52592E+03   0.56672E+00  -0.15519E+01
39000  -0.44176E+03   0.80131E+02  -0.52189E+03   0.53960E+00  -0.13677E+01
39050  -0.44176E+03   0.76022E+02  -0.51778E+03   0.51193E+00  -0.11348E+01
39100  -0.44176E+03   0.71891E+02  -0.51365E+03   0.48411E+00  -0.90795E+00
39150  -0.44176E+03   0.72910E+02  -0.51467E+03   0.49098E+00  -0.94284E+00
39200  -0.44176E+03   0.73601E+02  -0.51536E+03   0.49563E+00  -0.10749E+01
39250  -0.44176E+03   0.76987E+02  -0.51875E+03   0.51843E+00  -0.12951E+01
39300  -0.44176E+03   0.78618E+02  -0.52038E+03   0.52941E+00  -0.13781E+01
39350  -0.44176E+03   0.78395E+02  -0.52016E+03   0.52791E+00  -0.13665E+01
39400  -0.44176E+03   0.80414E+02  -0.52218E+03   0.54151E+00  -0.14336E+01
39450  -0.44176E+03   0.74416E+02  -0.51618E+03   0.50112E+00  -0.11915E+01
39500  -0.44176E+03   0.73807E+02  -0.51557E+03   0.49701E+00  -0.11309E+01
39550  -0.44176E+03   0.85151E+02  -0.52692E+03   0.57341E+00  -0.14762E+01
39600  -0.44176E+03   0.80344E+02  -0.52211E+03   0.54104E+00  -0.12411E+01
39650  -0.44176E+03   0.81007E+02  -0.52277E+03   0.54550E+00  -0.11901E+01
39700  -0.44176E+03   0.69839E+02  -0.51160E+03   0.47030E+00  -0.68299E+00
39750  -0.44176E+03   0.73514E+02  -0.51528E+03   0.49504E+00  -0.77917E+00
39800  -0.44176E+03   0.74641E+02  -0.51641E+03   0.50263E+00  -0.82479E+00
39850  -0.44176E+03   0.72229E+02  -0.51399E+03   0.48639E+00  -0.75907E+00
39900  -0.44176E+03   0.80181E+02  -0.52194E+03   0.53994E+00  -0.10857E+01
39950  -0.44176E+03   0.80934E+02  -0.52270E+03   0.54501E+00  -0.11304E+01
40000  -0.44176E+03   0.77929E+02  -0.51969E+03   0.52478E+00  -0.10630E+01
40050  -0.44176E+03   0.79820E+02  -0.52158E+03   0.53751E+00  -0.11792E+01
40100  -0.44176E+03   0.76281E+02  -0.51804E+03   0.51368E+00  -0.10707E+01
40150  -0.44176E+03   0.79565E+02  -0.52133E+03   0.53579E+00  -0.11829E+01
40200  -0.44176E+03   0.74977E+02  -0.51674E+03   0.50490E+00  -0.10178E+01
40250  -0.44176E+03   0.79021E+02  -0.52079E+03   0.53213E+00  -0.11412E+01
40300  -0.44176E+03   0.70166E+02  -0.51193E+03   0.47250E+00  -0.75758E+00
40350  -0.44176E+03   0.74662E+02  -0.51643E+03   0.50277E+00  -0.89213E+00
40400  -0.44176E+03   0.81653E+02  -0.52342E+03   0.54985E+00  -0.11797E+01
40450  -0.44176E+03   0.78448E+02  -0.52021E+03   0.52827E+00  -0.10098E+01
40500  -0.44176E+03   0.76518E+02  -0.51828E+03   0.51527E+00  -0.87330E+00
40550  -0.44176E+03   0.77182E+02  -0.51895E+03   0.51975E+00  -0.95534E+00
40600  -0.44176E+03   0.76671E+02  -0.51843E+03   0.51631E+00  -0.11094E+01
40650  -0.44176E+03   0.79445E+02  -0.52121E+03   0.53499E+00  -0.12897E+01
40700  -0.44176E+03   0.76793E+02  -0.51856E+03   0.51713E+00  -0.12463E+01
40750  -0.44176E+03   0.81413E+02  -0.52318E+03   0.54824E+00  -0.14400E+01
40800  -0.44176E+03   0.80335E+02  -0.52210E+03   0.54098E+00  -0.12956E+01
40850  -0.44176E+03   0.73680E+02  -0.51544E+03   0.49616E+00  -0.94056E+00
40900  -0.44176E+03   0.75000E+02  -0.51676E+03   0.50505E+00  -0.10056E+01
40950  -0.44176E+03   0.79264E+02  -0.52103E+03   0.53376E+00  -0.11902E+01
41000  -0.44176E+03   0.73427E+02  -0.51519E+03   0.49446E+00  -0.10152E+01
41050  -0.44176E+03   0.85965E+02  -0.52773E+03   0.57889E+00  -0.15364E+01
41100  -0.44176E+03   0.81597E+02  -0.52336E+03   0.54947E+00  -0.14603E+01
41150  -0.44176E+03   0.77494E+02  -0.51926E+03   0.52184E+00  -0.13334E+01
41200  -0.44176E+03   0.78929E+02  -0.52069E+03   0.53151E+00  -0.13803E+01
41250  -0.44176E+03   0.70797E+02  -0.51256E+03   0.47675E+00  -0.10182E+01
41300  -0.44176E+03   0.66651E+02  -0.50841E+03   0.44883E+00  -0.77595E+00
41350  -0.44176E+03   0.73718E+02  -0.51548E+03   0.49642E+00  -0.10122E+01
41400  -0.44177E+03   0.76140E+02  -0.51791E+03   0.51273E+00  -0.10656E+01
41450  -0.44176E+03   0.70846E+02  -0.51261E+03   0.47708E+00  -0.83592E+00
41500  -0.44176E+03   0.70973E+02  -0.51274E+03   0.47793E+00  -0.84756E+00
41550  -0.44176E+03   0.71207E+02  -0.51297E+03   0.47951E+00  -0.90343E+00
41600  -0.44176E+03   0.79453E+02  -0.52122E+03   0.53504E+00  -0.12469E+01
41650  -0.44177E+03   0.88045E+02  -0.52981E+03   0.59289E+00  -0.15703E+01
41700  -0.44176E+03   0.78525E+02  -0.52029E+03   0.52879E+00  -0.11661E+01
41750  -0.44177E+03   0.79534E+02  -0.52130E+03   0.53558E+00  -0.11681E+01
41800  -0.44177E+03   0.75112E+02  -0.51688E+03   0.50580E+00  -0.98615E+00
41850  -0.44177E+03   0.76974E+02  -0.51874E+03   0.51835E+00  -0.10417E+01
41900  -0.44177E+03   0.79431E+02  -0.52120E+03   0.53489E+00  -0.12028E+01
41950  -0.44177E+03   0.82370E+02  -0.52414E+03   0.55468E+00  -0.13237E+01
42000  -0.44177E+03   0.73346E+02  -0.51511E+03   0.49392E+00  -0.91305E+00
42050  -0.44177E+03   0.76565E+02  -0.51833E+03   0.51559E+00  -0.98876E+00
42100  -0.44177E+03   0.75956E+02  -0.51772E+03   0.51149E+00  -0.99150E+00
42150  -0.44177E+03   0.74854E+02  -0.51662E+03   0.50407E+00  -0.97703E+00
42200  -0.44177E+03   0.74853E+02  -0.51662E+03   0.50406E+00  -0.93399E+00
42250  -0.44176E+03   0.68859E+02  -0.51062E+03   0.46370E+00  -0.60809E+00
42300  -0.44176E+03   0.71010E+02  -0.51277E+03   0.47819E+00  -0.65217E+00
42350  -0.44177E+03   0.78864E+02  -0.52063E+03   0.53107E+00  -0.10465E+01
42400  -0.44176E+03   0.77397E+02  -0.51916E+03   0.52119E+00  -0.10913E+01
42450  -0.44176E+03   0.76239E+02  -0.51800E+03   0.51340E+00  -0.10716E+01
42500  -0.44177E+03   0.72807E+02  -0.51457E+03   0.49028E+00  -0.89181E+00
42550  -0.44176E+03   0.70012E+02  -0.51178E+03   0.47146E+00  -0.79977E+00
42600  -0.44177E+03   0.82403E+02  -0.52417E+03   0.55490E+00  -0.13174E+01
42650  -0.44176E+03   0.75412E+02  -0.51718E+03   0.50783E+00  -0.10785E+01
42700  -0.44176E+03   0.77357E+02  -0.51912E+03   0.52092E+00  -0.10877E+01
42750  -0.44177E+03   0.78542E+02  -0.52031E+03   0.52890E+00  -0.10847E+01
42800  -0.44176E+03   0.69657E+02  -0.51142E+03   0.46907E+00  -0.72439E+00
42850  -0.44177E+03   0.76367E+02  -0.51813E+03   0.51426E+00  -0.96669E+00
42900  -0.44177E+03   0.78273E+02  -0.52004E+03   0.52709E+00  -0.10759E+01
42950  -0.44177E+03   0.76509E+02  -0.51827E+03   0.51521E+00  -0.10471E+01
43000  -0.44177E+03   0.79870E+02  -0.52164E+03   0.53785E+00  -0.11828E+01
43050  -0.44177E+03   0.81377E+02  -0.52314E+03   0.54799E+00  -0.12659E+01
43100  -0.44177E+03   0.87112E+02  -0.52888E+03   0.58661E+00  -0.15204E+01
43150  -0.44176E+03   0.77950E+02  -0.51971E+03   0.52491E+00  -0.11868E+01
43200  -0.44176E+03   0.70208E+02  -0.51197E+03   0.47278E+00  -0.89682E+00
43250  -0.44177E+03   0.82739E+02  -0.52450E+03   0.55716E+00  -0.13842E+01
43300  -0.44177E+03   0.78839E+02  -0.52060E+03   0.53090E+00  -0.12410E+01
43350  -0.44177E+03   0.74452E+02  -0.51622E+03   0.50136E+00  -0.10516E+01
43400  -0.44177E+03   0.75942E+02  -0.51771E+03   0.51139E+00  -0.11081E+01
43450  -0.44177E+03   0.72473E+02  -0.51424E+03   0.48804E+00  -0.99358E+00
43500  -0.44177E+03   0.72949E+02  -0.51471E+03   0.49124E+00  -0.10430E+01
43550  -0.44177E+03   0.87601E+02  -0.52937E+03   0.58991E+00  -0.16653E+01
43600  -0.44176E+03   0.79993E+02  -0.52176E+03   0.53867E+00  -0.14299E+01
43650  -0.44177E+03   0.78596E+02  -0.52036E+03   0.52926E+00  -0.13639E+01
43700  -0.44176E+03   0.76736E+02  -0.51850E+03   0.51674E+00  -0.12448E+01
43750  -0.44177E+03   0.81641E+02  -0.52341E+03   0.54977E+00  -0.13502E+01
43800  -0.44176E+03   0.77056E+02  -0.51882E+03   0.51889E+00  -0.11624E+01
43850  -0.44176E+03   0.79385E+02  -0.52115E+03   0.53458E+00  -0.11952E+01
43900  -0.44176E+03   0.72274E+02  -0.51404E+03   0.48669E+00  -0.83393E+00
43950  -0.44176E+03   0.72119E+02  -0.51388E+03   0.48565E+00  -0.75459E+00
44000  -0.44176E+03   0.72093E+02  -0.51386E+03   0.48548E+00  -0.74038E+00
44050  -0.44176E+03   0.70814E+02  -0.51258E+03   0.47686E+00  -0.72420E+00
44100  -0.44176E+03   0.80372E+02  -0.52214E+03   0.54122E+00  -0.11094E+01
44150  -0.44176E+03   0.76176E+02  -0.51794E+03   0.51297E+00  -0.97191E+00
44200  -0.44176E+03   0.70432E+02  -0.51220E+03   0.47429E+00  -0.73184E+00
44250  -0.44176E+03   0.73066E+02  -0.51483E+03   0.49203E+00  -0.81458E+00
44300  -0.44176E+03   0.74634E+02  -0.51640E+03   0.50259E+00  -0.93082E+00
44350  -0.44177E+03   0.79299E+02  -0.52106E+03   0.53400E+00  -0.11469E+01
44400  -0.44176E+03   0.74922E+02  -0.51669E+03   0.50453E+00  -0.95969E+00
44450  -0.44176E+03   0.73416E+02  -0.51518E+03   0.49438E+00  -0.82026E+00
44500  -0.44176E+03   0.69679E+02  -0.51144E+03   0.46922E+00  -0.67870E+00
44550  -0.44176E+03   0.72463E+02  -0.51423E+03   0.48796E+00  -0.86575E+00
44600  -0.44176E+03   0.73674E+02  -0.51544E+03   0.49612E+00  -0.97350E+00
44650  -0.44177E+03   0.77897E+02  -0.51966E+03   0.52456E+00  -0.11052E+01
44700  -0.44176E+03   0.79441E+02  -0.52121E+03   0.53496E+00  -0.11588E+01
44750  -0.44177E+03   0.78891E+02  -0.52066E+03   0.53125E+00  -0.11890E+01
44800  -0.44176E+03   0.73609E+02  -0.51537E+03   0.49569E+00  -0.10576E+01
44850  -0.44176E+03   0.71301E+02  -0.51307E+03   0.48014E+00  -0.10060E+01
44900  -0.44176E+03   0.78274E+02  -0.52004E+03   0.52710E+00  -0.11990E+01
44950  -0.44176E+03   0.73301E+02  -0.51506E+03   0.49361E+00  -0.97330E+00
45000  -0.44176E+03   0.78930E+02  -0.52069E+03   0.53152E+00  -0.11928E+01
45050  -0.44176E+03   0.78757E+02  -0.52052E+03   0.53035E+00  -0.12162E+01
45100  -0.44176E+03   0.73775E+02  -0.51554E+03   0.49680E+00  -0.10012E+01
45150  -0.44176E+03   0.69337E+02  -0.51110E+03   0.46692E+00  -0.76439E+00
45200  -0.44176E+03   0.70482E+02  -0.51225E+03   0.47462E+00  -0.70929E+00
45250  -0.44176E+03   0.66861E+02  -0.50863E+03   0.45024E+00  -0.50990E+00
45300  -0.44176E+03   0.66089E+02  -0.50785E+03   0.44504E+00  -0.47667E+00
45350  -0.44177E+03   0.77682E+02  -0.51945E+03   0.52311E+00  -0.94149E+00
45400  -0.44176E+03   0.79988E+02  -0.52175E+03   0.53864E+00  -0.10618E+01
45450  -0.44176E+03   0.73092E+02  -0.51486E+03   0.49220E+00  -0.78766E+00
45500  -0.44176E+03   0.72670E+02  -0.51443E+03   0.48936E+00  -0.79420E+00
45550  -0.44176E+03   0.80056E+02  -0.52182E+03   0.53910E+00  -0.11599E+01
45600  -0.44176E+03   0.82453E+02  -0.52422E+03   0.55524E+00  -0.13520E+01
45650  -0.44176E+03   0.83060E+02  -0.52482E+03   0.55933E+00  -0.14287E+01
45700  -0.44176E+03   0.79124E+02  -0.52089E+03   0.53282E+00  -0.12394E+01
45750  -0.44176E+03   0.74401E+02  -0.51616E+03   0.50102E+00  -0.99160E+00
45800  -0.44176E+03   0.73054E+02  -0.51482E+03   0.49195E+00  -0.93681E+00
45850  -0.44176E+03   0.74204E+02  -0.51597E+03   0.49969E+00  -0.98167E+00
45900  -0.44176E+03   0.75118E+02  -0.51688E+03   0.50584E+00  -0.10200E+01
45950  -0.44176E+03   0.80480E+02  -0.52224E+03   0.54195E+00  -0.12656E+01
46000  -0.44176E+03   0.74086E+02  -0.51585E+03   0.49889E+00  -0.11010E+01
46050  -0.44176E+03   0.78867E+02  -0.52063E+03   0.53109E+00  -0.13296E+01
46100  -0.44176E+03   0.76825E+02  -0.51859E+03   0.51734E+00  -0.12577E+01
46150  -0.44176E+03   0.75568E+02  -0.51733E+03   0.50887E+00  -0.11323E+01
46200  -0.44177E+03   0.77717E+02  -0.51948E+03   0.52335E+00  -0.11054E+01
46250  -0.44176E+03   0.71204E+02  -0.51297E+03   0.47948E+00  -0.80689E+00
46300  -0.44176E+03   0.77249E+02  -0.51901E+03   0.52019E+00  -0.99010E+00
46350  -0.44176E+03   0.76532E+02  -0.51830E+03   0.51537E+00  -0.94120E+00
46400  -0.44176E+03   0.71550E+02  -0.51331E+03   0.48182E+00  -0.74007E+00
46450  -0.44176E+03   0.79787E+02  -0.52155E+03   0.53729E+00  -0.10797E+01
46500  -0.44176E+03   0.79448E+02  -0.52121E+03   0.53500E+00  -0.11300E+01
46550  -0.44176E+03   0.70893E+02  -0.51266E+03   0.47739E+00  -0.78989E+00
46600  -0.44176E+03   0.76639E+02  -0.51840E+03   0.51609E+00  -0.97087E+00
46650  -0.44177E+03   0.83531E+02  -0.52530E+03   0.56250E+00  -0.12409E+01
46700  -0.44176E+03   0.79777E+02  -0.52154E+03   0.53722E+00  -0.11240E+01
46750  -0.44177E+03   0.83341E+02  -0.52511E+03   0.56122E+00  -0.12734E+01
46800  -0.44177E+03   0.77791E+02  -0.51956E+03   0.52384E+00  -0.10718E+01
46850  -0.44176E+03   0.73742E+02  -0.51551E+03   0.49658E+00  -0.93789E+00
46900  -0.44177E+03   0.76558E+02  -0.51832E+03   0.51554E+00  -0.10498E+01
46950  -0.44176E+03   0.71106E+02  -0.51287E+03   0.47883E+00  -0.82154E+00
47000  -0.44177E+03   0.77070E+02  -0.51884E+03   0.51899E+00  -0.10012E+01
