 Molecular Dynamics Program

 Number Of Particles   :          100
 Boxlength             :    5.0000000000000000     
 Density               :   0.80000000000000004     
 Temperature           :   0.50000000000000000     
 Cut-Off Radius        :    2.4999500000000001     
 Cut-Off Energy        :   -1.6318841245411584E-002
 Number Of Steps       :        50000
 Number Of Init Steps  :         5000
 Delta t               :    1.0000000000000000E-003
 Initial Energy        :    245316.72400150794     
 Final Energy          :   -240.12996283930053     

 Momentum X-Dir.        :   -4.6262993436130273E-013
 Momentum Y-Dir.        :    1.0137446437852304E-012
 Momentum Z-Dir.        :    1.2775891455873989E-013


 Step  TotalEnergy  KineticEnergy  PotentialEnergy  Temperature  Pressure
17350  -0.44176E+03   0.73871E+02  -0.51564E+03   0.49745E+00  -0.77432E+00
17400  -0.44176E+03   0.80272E+02  -0.52204E+03   0.54055E+00  -0.10432E+01
17450  -0.44176E+03   0.79577E+02  -0.52134E+03   0.53587E+00  -0.10574E+01
17500  -0.44177E+03   0.79192E+02  -0.52096E+03   0.53328E+00  -0.10528E+01
17550  -0.44176E+03   0.75866E+02  -0.51763E+03   0.51088E+00  -0.95591E+00
17600  -0.44177E+03   0.84381E+02  -0.52615E+03   0.56822E+00  -0.13266E+01
17650  -0.44176E+03   0.76296E+02  -0.51806E+03   0.51378E+00  -0.10873E+01
17700  -0.44176E+03   0.77065E+02  -0.51883E+03   0.51896E+00  -0.11157E+01
17750  -0.44176E+03   0.77552E+02  -0.51932E+03   0.52224E+00  -0.11671E+01
17800  -0.44177E+03   0.79436E+02  -0.52120E+03   0.53492E+00  -0.12319E+01
17850  -0.44176E+03   0.75362E+02  -0.51713E+03   0.50749E+00  -0.10161E+01
17900  -0.44177E+03   0.76181E+02  -0.51795E+03   0.51300E+00  -0.95811E+00
17950  -0.44176E+03   0.76369E+02  -0.51813E+03   0.51427E+00  -0.98129E+00
18000  -0.44177E+03   0.81301E+02  -0.52307E+03   0.54748E+00  -0.12304E+01
18050  -0.44176E+03   0.73063E+02  -0.51483E+03   0.49201E+00  -0.93936E+00
18100  -0.44177E+03   0.73773E+02  -0.51554E+03   0.49678E+00  -0.94704E+00
18150  -0.44176E+03   0.72676E+02  -0.51444E+03   0.48940E+00  -0.90266E+00
18200  -0.44177E+03   0.76568E+02  -0.51833E+03   0.51561E+00  -0.98049E+00
18250  -0.44176E+03   0.76280E+02  -0.51804E+03   0.51367E+00  -0.93318E+00
18300  -0.44176E+03   0.77203E+02  -0.51897E+03   0.51989E+00  -0.10279E+01
18350  -0.44176E+03   0.83478E+02  -0.52524E+03   0.56214E+00  -0.13265E+01
18400  -0.44176E+03   0.80990E+02  -0.52276E+03   0.54539E+00  -0.12247E+01
18450  -0.44176E+03   0.71624E+02  -0.51339E+03   0.48232E+00  -0.79117E+00
18500  -0.44176E+03   0.68956E+02  -0.51072E+03   0.46435E+00  -0.62811E+00
18550  -0.44176E+03   0.69752E+02  -0.51152E+03   0.46971E+00  -0.69526E+00
18600  -0.44177E+03   0.76002E+02  -0.51777E+03   0.51180E+00  -0.95291E+00
18650  -0.44177E+03   0.78729E+02  -0.52049E+03   0.53016E+00  -0.11000E+01
18700  -0.44177E+03   0.74818E+02  -0.51658E+03   0.50382E+00  -0.10063E+01
18750  -0.44176E+03   0.67179E+02  -0.50894E+03   0.45239E+00  -0.72531E+00
18800  -0.44176E+03   0.76005E+02  -0.51777E+03   0.51182E+00  -0.10483E+01
18850  -0.44176E+03   0.78493E+02  -0.52026E+03   0.52857E+00  -0.11113E+01
18900  -0.44176E+03   0.78935E+02  -0.52070E+03   0.53155E+00  -0.10591E+01
18950  -0.44176E+03   0.82114E+02  -0.52388E+03   0.55295E+00  -0.11539E+01
19000  -0.44177E+03   0.88716E+02  -0.53048E+03   0.59741E+00  -0.13679E+01
19050  -0.44177E+03   0.77876E+02  -0.51964E+03   0.52442E+00  -0.93529E+00
19100  -0.44177E+03   0.76810E+02  -0.51858E+03   0.51724E+00  -0.87808E+00
19150  -0.44176E+03   0.78627E+02  -0.52039E+03   0.52947E+00  -0.97265E+00
19200  -0.44176E+03   0.77207E+02  -0.51897E+03   0.51991E+00  -0.10352E+01
19250  -0.44177E+03   0.81454E+02  -0.52322E+03   0.54851E+00  -0.12624E+01
19300  -0.44176E+03   0.73673E+02  -0.51544E+03   0.49612E+00  -0.91066E+00
19350  -0.44177E+03   0.74546E+02  -0.51631E+03   0.50199E+00  -0.85126E+00
19400  -0.44177E+03   0.75180E+02  -0.51695E+03   0.50626E+00  -0.87104E+00
19450  -0.44176E+03   0.66021E+02  -0.50779E+03   0.44459E+00  -0.56999E+00
19500  -0.44177E+03   0.72445E+02  -0.51421E+03   0.48784E+00  -0.81715E+00
19550  -0.44177E+03   0.74768E+02  -0.51653E+03   0.50349E+00  -0.90976E+00
19600  -0.44176E+03   0.76039E+02  -0.51780E+03   0.51204E+00  -0.97042E+00
19650  -0.44177E+03   0.78804E+02  -0.52057E+03   0.53067E+00  -0.10743E+01
19700  -0.44176E+03   0.75795E+02  -0.51756E+03   0.51040E+00  -0.97231E+00
19750  -0.44177E+03   0.80027E+02  -0.52179E+03   0.53890E+00  -0.11349E+01
19800  -0.44176E+03   0.71442E+02  -0.51321E+03   0.48109E+00  -0.82811E+00
19850  -0.44177E+03   0.83300E+02  -0.52507E+03   0.56094E+00  -0.12833E+01
19900  -0.44177E+03   0.79194E+02  -0.52096E+03   0.53329E+00  -0.11215E+01
19950  -0.44176E+03   0.66055E+02  -0.50782E+03   0.44482E+00  -0.60382E+00
20000  -0.44177E+03   0.73294E+02  -0.51506E+03   0.49356E+00  -0.88780E+00
20050  -0.44176E+03   0.79967E+02  -0.52173E+03   0.53850E+00  -0.11840E+01
20100  -0.44177E+03   0.82859E+02  -0.52462E+03   0.55797E+00  -0.12612E+01
20150  -0.44176E+03   0.76829E+02  -0.51859E+03   0.51736E+00  -0.93117E+00
20200  -0.44177E+03   0.81190E+02  -0.52295E+03   0.54673E+00  -0.10096E+01
20250  -0.44177E+03   0.80533E+02  -0.52230E+03   0.54231E+00  -0.92718E+00
20300  -0.44177E+03   0.76609E+02  -0.51837E+03   0.51589E+00  -0.77441E+00
20350  -0.44177E+03   0.82526E+02  -0.52429E+03   0.55573E+00  -0.10430E+01
20400  -0.44177E+03   0.79726E+02  -0.52149E+03   0.53688E+00  -0.10234E+01
20450  -0.44177E+03   0.82886E+02  -0.52465E+03   0.55815E+00  -0.11533E+01
20500  -0.44177E+03   0.72419E+02  -0.51418E+03   0.48767E+00  -0.72158E+00
20550  -0.44177E+03   0.80424E+02  -0.52219E+03   0.54158E+00  -0.10610E+01
20600  -0.44177E+03   0.77856E+02  -0.51962E+03   0.52429E+00  -0.10296E+01
20650  -0.44177E+03   0.73507E+02  -0.51527E+03   0.49500E+00  -0.82230E+00
20700  -0.44177E+03   0.73962E+02  -0.51573E+03   0.49806E+00  -0.76866E+00
20750  -0.44177E+03   0.73811E+02  -0.51558E+03   0.49704E+00  -0.77866E+00
20800  -0.44177E+03   0.78406E+02  -0.52017E+03   0.52799E+00  -0.10544E+01
20850  -0.44176E+03   0.71748E+02  -0.51351E+03   0.48315E+00  -0.89038E+00
20900  -0.44177E+03   0.79985E+02  -0.52175E+03   0.53862E+00  -0.12398E+01
20950  -0.44177E+03   0.79649E+02  -0.52141E+03   0.53636E+00  -0.12423E+01
21000  -0.44176E+03   0.73823E+02  -0.51559E+03   0.49712E+00  -0.10038E+01
21050  -0.44177E+03   0.78245E+02  -0.52001E+03   0.52690E+00  -0.11122E+01
21100  -0.44177E+03   0.67461E+02  -0.50923E+03   0.45429E+00  -0.64270E+00
21150  -0.44177E+03   0.69840E+02  -0.51161E+03   0.47030E+00  -0.75443E+00
21200  -0.44177E+03   0.71128E+02  -0.51289E+03   0.47898E+00  -0.89503E+00
21250  -0.44177E+03   0.75437E+02  -0.51720E+03   0.50799E+00  -0.10676E+01
21300  -0.44177E+03   0.73967E+02  -0.51573E+03   0.49809E+00  -0.99917E+00
21350  -0.44177E+03   0.74267E+02  -0.51603E+03   0.50012E+00  -0.98977E+00
21400  -0.44177E+03   0.75136E+02  -0.51690E+03   0.50596E+00  -0.10577E+01
21450  -0.44177E+03   0.85911E+02  -0.52768E+03   0.57853E+00  -0.15040E+01
21500  -0.44177E+03   0.79877E+02  -0.52164E+03   0.53789E+00  -0.12614E+01
21550  -0.44177E+03   0.76128E+02  -0.51789E+03   0.51264E+00  -0.99336E+00
21600  -0.44177E+03   0.73775E+02  -0.51554E+03   0.49680E+00  -0.81331E+00
21650  -0.44177E+03   0.77538E+02  -0.51930E+03   0.52214E+00  -0.95037E+00
21700  -0.44177E+03   0.74839E+02  -0.51660E+03   0.50397E+00  -0.93379E+00
21750  -0.44177E+03   0.69131E+02  -0.51090E+03   0.46553E+00  -0.78228E+00
21800  -0.44177E+03   0.77684E+02  -0.51945E+03   0.52312E+00  -0.11043E+01
21850  -0.44177E+03   0.78579E+02  -0.52034E+03   0.52915E+00  -0.10538E+01
21900  -0.44176E+03   0.70560E+02  -0.51232E+03   0.47515E+00  -0.68821E+00
21950  -0.44177E+03   0.86627E+02  -0.52839E+03   0.58335E+00  -0.13232E+01
22000  -0.44177E+03   0.78628E+02  -0.52039E+03   0.52948E+00  -0.10425E+01
22050  -0.44177E+03   0.77271E+02  -0.51904E+03   0.52034E+00  -0.10121E+01
22100  -0.44177E+03   0.80727E+02  -0.52249E+03   0.54362E+00  -0.12062E+01
22150  -0.44177E+03   0.80446E+02  -0.52221E+03   0.54172E+00  -0.11824E+01
22200  -0.44176E+03   0.70897E+02  -0.51266E+03   0.47742E+00  -0.75430E+00
22250  -0.44177E+03   0.73679E+02  -0.51544E+03   0.49615E+00  -0.87324E+00
22300  -0.44177E+03   0.74931E+02  -0.51670E+03   0.50458E+00  -0.98699E+00
22350  -0.44177E+03   0.77364E+02  -0.51913E+03   0.52097E+00  -0.11353E+01
22400  -0.44177E+03   0.74754E+02  -0.51652E+03   0.50340E+00  -0.11231E+01
22450  -0.44177E+03   0.72320E+02  -0.51409E+03   0.48700E+00  -0.10769E+01
22500  -0.44176E+03   0.75264E+02  -0.51703E+03   0.50683E+00  -0.12050E+01
22550  -0.44177E+03   0.83480E+02  -0.52525E+03   0.56215E+00  -0.14964E+01
22600  -0.44176E+03   0.75602E+02  -0.51737E+03   0.50910E+00  -0.11833E+01
22650  -0.44177E+03   0.79675E+02  -0.52144E+03   0.53653E+00  -0.12799E+01
22700  -0.44176E+03   0.71303E+02  -0.51307E+03   0.48016E+00  -0.94302E+00
22750  -0.44177E+03   0.78037E+02  -0.51980E+03   0.52550E+00  -0.11591E+01
22800  -0.44177E+03   0.82133E+02  -0.52390E+03   0.55308E+00  -0.12554E+01
22850  -0.44177E+03   0.78303E+02  -0.52007E+03   0.52729E+00  -0.10548E+01
22900  -0.44177E+03   0.77983E+02  -0.51975E+03   0.52514E+00  -0.10930E+01
22950  -0.44177E+03   0.81287E+02  -0.52305E+03   0.54739E+00  -0.12979E+01
23000  -0.44176E+03   0.71847E+02  -0.51361E+03   0.48382E+00  -0.98103E+00
23050  -0.44177E+03   0.83135E+02  -0.52490E+03   0.55983E+00  -0.14225E+01
23100  -0.44177E+03   0.81829E+02  -0.52359E+03   0.55104E+00  -0.13897E+01
23150  -0.44177E+03   0.77830E+02  -0.51960E+03   0.52411E+00  -0.12444E+01
23200  -0.44177E+03   0.76395E+02  -0.51816E+03   0.51444E+00  -0.11944E+01
23250  -0.44177E+03   0.71379E+02  -0.51314E+03   0.48067E+00  -0.99925E+00
23300  -0.44177E+03   0.75213E+02  -0.51698E+03   0.50648E+00  -0.10516E+01
23350  -0.44177E+03   0.72409E+02  -0.51417E+03   0.48760E+00  -0.79878E+00
23400  -0.44177E+03   0.70508E+02  -0.51227E+03   0.47480E+00  -0.61071E+00
23450  -0.44177E+03   0.69997E+02  -0.51176E+03   0.47136E+00  -0.61369E+00
23500  -0.44177E+03   0.81840E+02  -0.52361E+03   0.55111E+00  -0.11302E+01
23550  -0.44177E+03   0.81792E+02  -0.52356E+03   0.55079E+00  -0.11490E+01
23600  -0.44177E+03   0.73720E+02  -0.51548E+03   0.49643E+00  -0.85750E+00
23650  -0.44176E+03   0.68297E+02  -0.51006E+03   0.45992E+00  -0.69667E+00
23700  -0.44177E+03   0.77253E+02  -0.51902E+03   0.52023E+00  -0.10476E+01
23750  -0.44176E+03   0.73617E+02  -0.51538E+03   0.49574E+00  -0.95926E+00
23800  -0.44176E+03   0.75387E+02  -0.51715E+03   0.50766E+00  -0.10178E+01
23850  -0.44176E+03   0.76478E+02  -0.51824E+03   0.51500E+00  -0.10106E+01
23900  -0.44177E+03   0.82658E+02  -0.52442E+03   0.55662E+00  -0.12278E+01
23950  -0.44176E+03   0.82581E+02  -0.52435E+03   0.55610E+00  -0.12850E+01
24000  -0.44177E+03   0.78450E+02  -0.52022E+03   0.52828E+00  -0.11736E+01
24050  -0.44176E+03   0.67636E+02  -0.50940E+03   0.45546E+00  -0.78666E+00
24100  -0.44177E+03   0.70655E+02  -0.51242E+03   0.47579E+00  -0.89288E+00
24150  -0.44176E+03   0.81818E+02  -0.52358E+03   0.55096E+00  -0.12821E+01
24200  -0.44177E+03   0.84159E+02  -0.52592E+03   0.56673E+00  -0.13316E+01
24250  -0.44176E+03   0.79886E+02  -0.52165E+03   0.53795E+00  -0.11740E+01
24300  -0.44177E+03   0.84170E+02  -0.52593E+03   0.56680E+00  -0.13173E+01
24350  -0.44176E+03   0.83338E+02  -0.52510E+03   0.56120E+00  -0.12426E+01
24400  -0.44177E+03   0.76329E+02  -0.51809E+03   0.51400E+00  -0.93939E+00
24450  -0.44177E+03   0.69623E+02  -0.51139E+03   0.46884E+00  -0.65979E+00
24500  -0.44177E+03   0.74257E+02  -0.51602E+03   0.50005E+00  -0.81337E+00
24550  -0.44176E+03   0.74474E+02  -0.51624E+03   0.50151E+00  -0.80976E+00
24600  -0.44177E+03   0.76160E+02  -0.51793E+03   0.51286E+00  -0.88439E+00
24650  -0.44177E+03   0.74760E+02  -0.51653E+03   0.50343E+00  -0.87321E+00
24700  -0.44177E+03   0.74144E+02  -0.51591E+03   0.49929E+00  -0.92281E+00
24750  -0.44177E+03   0.83144E+02  -0.52491E+03   0.55989E+00  -0.13462E+01
24800  -0.44176E+03   0.79959E+02  -0.52172E+03   0.53844E+00  -0.13264E+01
24850  -0.44177E+03   0.79316E+02  -0.52108E+03   0.53412E+00  -0.13333E+01
24900  -0.44176E+03   0.76948E+02  -0.51871E+03   0.51817E+00  -0.12332E+01
24950  -0.44176E+03   0.76990E+02  -0.51876E+03   0.51845E+00  -0.12291E+01
25000  -0.44176E+03   0.80299E+02  -0.52206E+03   0.54074E+00  -0.13898E+01
25050  -0.44176E+03   0.78899E+02  -0.52066E+03   0.53131E+00  -0.13544E+01
25100  -0.44176E+03   0.74511E+02  -0.51628E+03   0.50176E+00  -0.11326E+01
25150  -0.44177E+03   0.82844E+02  -0.52461E+03   0.55787E+00  -0.13784E+01
25200  -0.44176E+03   0.78930E+02  -0.52069E+03   0.53151E+00  -0.12213E+01
25250  -0.44176E+03   0.77132E+02  -0.51890E+03   0.51941E+00  -0.12040E+01
25300  -0.44176E+03   0.82012E+02  -0.52378E+03   0.55227E+00  -0.13992E+01
25350  -0.44176E+03   0.78355E+02  -0.52012E+03   0.52764E+00  -0.12187E+01
25400  -0.44176E+03   0.72046E+02  -0.51381E+03   0.48516E+00  -0.98518E+00
25450  -0.44176E+03   0.78313E+02  -0.52008E+03   0.52736E+00  -0.12311E+01
25500  -0.44176E+03   0.81178E+02  -0.52294E+03   0.54666E+00  -0.12714E+01
25550  -0.44176E+03   0.75070E+02  -0.51683E+03   0.50553E+00  -0.92064E+00
25600  -0.44176E+03   0.73160E+02  -0.51492E+03   0.49266E+00  -0.78081E+00
25650  -0.44176E+03   0.81976E+02  -0.52374E+03   0.55203E+00  -0.11350E+01
25700  -0.44176E+03   0.78285E+02  -0.52005E+03   0.52717E+00  -0.10938E+01
25750  -0.44176E+03   0.74467E+02  -0.51623E+03   0.50146E+00  -0.10034E+01
25800  -0.44176E+03   0.74034E+02  -0.51580E+03   0.49855E+00  -0.95696E+00
25850  -0.44176E+03   0.71548E+02  -0.51331E+03   0.48180E+00  -0.79289E+00
25900  -0.44176E+03   0.66834E+02  -0.50860E+03   0.45006E+00  -0.62153E+00
25950  -0.44176E+03   0.77382E+02  -0.51915E+03   0.52109E+00  -0.10835E+01
26000  -0.44176E+03   0.80667E+02  -0.52243E+03   0.54321E+00  -0.12856E+01
26050  -0.44176E+03   0.80998E+02  -0.52276E+03   0.54544E+00  -0.13195E+01
26100  -0.44176E+03   0.72982E+02  -0.51475E+03   0.49146E+00  -0.99666E+00
26150  -0.44176E+03   0.75350E+02  -0.51711E+03   0.50741E+00  -0.10657E+01
26200  -0.44176E+03   0.84826E+02  -0.52659E+03   0.57122E+00  -0.14319E+01
26250  -0.44176E+03   0.78364E+02  -0.52013E+03   0.52770E+00  -0.11817E+01
26300  -0.44176E+03   0.71850E+02  -0.51361E+03   0.48384E+00  -0.96994E+00
26350  -0.44176E+03   0.73842E+02  -0.51561E+03   0.49725E+00  -0.11087E+01
26400  -0.44176E+03   0.73462E+02  -0.51522E+03   0.49469E+00  -0.10771E+01
26450  -0.44176E+03   0.71086E+02  -0.51285E+03   0.47869E+00  -0.91934E+00
26500  -0.44176E+03   0.73517E+02  -0.51528E+03   0.49506E+00  -0.97260E+00
26550  -0.44176E+03   0.72314E+02  -0.51408E+03   0.48696E+00  -0.87014E+00
26600  -0.44176E+03   0.62692E+02  -0.50445E+03   0.42217E+00  -0.49578E+00
26650  -0.44176E+03   0.75314E+02  -0.51708E+03   0.50716E+00  -0.10453E+01
26700  -0.44176E+03   0.75686E+02  -0.51745E+03   0.50967E+00  -0.10963E+01
26750  -0.44176E+03   0.72510E+02  -0.51427E+03   0.48828E+00  -0.99935E+00
26800  -0.44176E+03   0.77551E+02  -0.51932E+03   0.52223E+00  -0.12317E+01
26850  -0.44176E+03   0.79375E+02  -0.52114E+03   0.53451E+00  -0.13084E+01
26900  -0.44176E+03   0.80185E+02  -0.52195E+03   0.53996E+00  -0.13108E+01
26950  -0.44176E+03   0.76731E+02  -0.51849E+03   0.51671E+00  -0.11268E+01
27000  -0.44176E+03   0.76860E+02  -0.51862E+03   0.51757E+00  -0.10295E+01
27050  -0.44176E+03   0.75420E+02  -0.51718E+03   0.50788E+00  -0.96223E+00
27100  -0.44176E+03   0.75261E+02  -0.51702E+03   0.50681E+00  -0.95004E+00
27150  -0.44176E+03   0.76592E+02  -0.51836E+03   0.51577E+00  -0.10629E+01
27200  -0.44176E+03   0.84689E+02  -0.52645E+03   0.57030E+00  -0.14414E+01
27250  -0.44176E+03   0.83217E+02  -0.52498E+03   0.56038E+00  -0.13973E+01
27300  -0.44176E+03   0.80223E+02  -0.52199E+03   0.54023E+00  -0.12386E+01
27350  -0.44176E+03   0.80093E+02  -0.52186E+03   0.53935E+00  -0.11725E+01
27400  -0.44176E+03   0.74145E+02  -0.51591E+03   0.49929E+00  -0.93670E+00
27450  -0.44176E+03   0.75519E+02  -0.51728E+03   0.50855E+00  -0.10035E+01
27500  -0.44176E+03   0.78283E+02  -0.52005E+03   0.52716E+00  -0.11261E+01
27550  -0.44176E+03   0.75848E+02  -0.51761E+03   0.51076E+00  -0.10368E+01
27600  -0.44176E+03   0.78094E+02  -0.51986E+03   0.52589E+00  -0.10928E+01
27650  -0.44176E+03   0.78448E+02  -0.52021E+03   0.52827E+00  -0.10944E+01
27700  -0.44176E+03   0.78654E+02  -0.52042E+03   0.52966E+00  -0.10453E+01
27750  -0.44176E+03   0.72575E+02  -0.51434E+03   0.48872E+00  -0.77738E+00
27800  -0.44176E+03   0.76025E+02  -0.51779E+03   0.51196E+00  -0.93210E+00
27850  -0.44176E+03   0.77640E+02  -0.51940E+03   0.52283E+00  -0.10662E+01
27900  -0.44176E+03   0.72972E+02  -0.51474E+03   0.49140E+00  -0.94461E+00
27950  -0.44176E+03   0.71849E+02  -0.51361E+03   0.48383E+00  -0.89685E+00
28000  -0.44176E+03   0.74882E+02  -0.51665E+03   0.50426E+00  -0.89336E+00
28050  -0.44176E+03   0.72285E+02  -0.51405E+03   0.48677E+00  -0.72039E+00
28100  -0.44176E+03   0.80277E+02  -0.52204E+03   0.54059E+00  -0.10822E+01
28150  -0.44176E+03   0.82029E+02  -0.52379E+03   0.55238E+00  -0.12456E+01
28200  -0.44176E+03   0.70046E+02  -0.51181E+03   0.47169E+00  -0.85372E+00
28250  -0.44176E+03   0.74168E+02  -0.51593E+03   0.49944E+00  -0.10073E+01
28300  -0.44176E+03   0.76202E+02  -0.51797E+03   0.51315E+00  -0.10408E+01
28350  -0.44176E+03   0.70090E+02  -0.51185E+03   0.47198E+00  -0.79447E+00
28400  -0.44176E+03   0.78038E+02  -0.51980E+03   0.52551E+00  -0.10856E+01
28450  -0.44176E+03   0.75206E+02  -0.51697E+03   0.50643E+00  -0.97129E+00
28500  -0.44176E+03   0.76588E+02  -0.51835E+03   0.51574E+00  -0.99281E+00
28550  -0.44176E+03   0.74276E+02  -0.51604E+03   0.50018E+00  -0.93151E+00
28600  -0.44176E+03   0.81626E+02  -0.52339E+03   0.54967E+00  -0.12891E+01
28650  -0.44176E+03   0.82562E+02  -0.52433E+03   0.55597E+00  -0.14152E+01
28700  -0.44176E+03   0.81409E+02  -0.52317E+03   0.54821E+00  -0.14039E+01
28750  -0.44176E+03   0.79893E+02  -0.52166E+03   0.53800E+00  -0.13703E+01
28800  -0.44176E+03   0.79980E+02  -0.52174E+03   0.53859E+00  -0.14281E+01
28850  -0.44176E+03   0.77997E+02  -0.51976E+03   0.52523E+00  -0.13665E+01
28900  -0.44176E+03   0.75069E+02  -0.51683E+03   0.50552E+00  -0.11683E+01
28950  -0.44176E+03   0.71658E+02  -0.51342E+03   0.48254E+00  -0.95428E+00
29000  -0.44176E+03   0.76362E+02  -0.51813E+03   0.51422E+00  -0.11214E+01
29050  -0.44176E+03   0.80316E+02  -0.52208E+03   0.54085E+00  -0.12672E+01
29100  -0.44176E+03   0.73173E+02  -0.51494E+03   0.49275E+00  -0.92841E+00
29150  -0.44176E+03   0.77837E+02  -0.51960E+03   0.52416E+00  -0.10166E+01
29200  -0.44176E+03   0.79457E+02  -0.52122E+03   0.53506E+00  -0.99478E+00
29250  -0.44176E+03   0.72171E+02  -0.51393E+03   0.48600E+00  -0.66248E+00
29300  -0.44176E+03   0.73720E+02  -0.51548E+03   0.49643E+00  -0.74867E+00
29350  -0.44176E+03   0.77709E+02  -0.51947E+03   0.52329E+00  -0.10063E+01
29400  -0.44176E+03   0.80388E+02  -0.52215E+03   0.54134E+00  -0.11818E+01
29450  -0.44176E+03   0.84714E+02  -0.52648E+03   0.57047E+00  -0.13128E+01
29500  -0.44176E+03   0.78836E+02  -0.52060E+03   0.53089E+00  -0.10527E+01
29550  -0.44176E+03   0.83758E+02  -0.52552E+03   0.56403E+00  -0.12393E+01
29600  -0.44176E+03   0.74063E+02  -0.51583E+03   0.49874E+00  -0.94814E+00
29650  -0.44176E+03   0.83104E+02  -0.52487E+03   0.55963E+00  -0.13419E+01
29700  -0.44176E+03   0.89428E+02  -0.53119E+03   0.60221E+00  -0.15962E+01
29750  -0.44176E+03   0.82021E+02  -0.52378E+03   0.55233E+00  -0.12632E+01
29800  -0.44176E+03   0.77512E+02  -0.51928E+03   0.52197E+00  -0.10377E+01
29850  -0.44176E+03   0.77991E+02  -0.51975E+03   0.52519E+00  -0.10746E+01
29900  -0.44176E+03   0.76852E+02  -0.51862E+03   0.51752E+00  -0.10194E+01
29950  -0.44176E+03   0.76859E+02  -0.51862E+03   0.51757E+00  -0.10133E+01
30000  -0.44176E+03   0.77507E+02  -0.51927E+03   0.52193E+00  -0.10912E+01
30050  -0.44176E+03   0.77314E+02  -0.51908E+03   0.52063E+00  -0.11269E+01
30100  -0.44176E+03   0.77181E+02  -0.51894E+03   0.51974E+00  -0.10800E+01
30150  -0.44176E+03   0.75889E+02  -0.51765E+03   0.51104E+00  -0.90240E+00
30200  -0.44176E+03   0.72616E+02  -0.51438E+03   0.48900E+00  -0.65717E+00
30250  -0.44176E+03   0.74612E+02  -0.51638E+03   0.50244E+00  -0.70174E+00
30300  -0.44176E+03   0.79917E+02  -0.52168E+03   0.53816E+00  -0.97197E+00
30350  -0.44176E+03   0.73540E+02  -0.51530E+03   0.49522E+00  -0.81071E+00
30400  -0.44176E+03   0.72881E+02  -0.51465E+03   0.49078E+00  -0.85265E+00
30450  -0.44176E+03   0.75542E+02  -0.51731E+03   0.50870E+00  -0.10091E+01
30500  -0.44176E+03   0.75087E+02  -0.51685E+03   0.50564E+00  -0.99878E+00
30550  -0.44176E+03   0.78960E+02  -0.52072E+03   0.53172E+00  -0.11400E+01
30600  -0.44176E+03   0.82806E+02  -0.52457E+03   0.55762E+00  -0.12826E+01
30650  -0.44176E+03   0.78643E+02  -0.52041E+03   0.52958E+00  -0.11381E+01
30700  -0.44176E+03   0.80120E+02  -0.52188E+03   0.53953E+00  -0.12026E+01
30750  -0.44176E+03   0.81386E+02  -0.52315E+03   0.54806E+00  -0.12596E+01
30800  -0.44176E+03   0.75570E+02  -0.51733E+03   0.50889E+00  -0.10206E+01
30850  -0.44176E+03   0.70614E+02  -0.51238E+03   0.47551E+00  -0.81507E+00
30900  -0.44176E+03   0.75610E+02  -0.51737E+03   0.50916E+00  -0.10156E+01
30950  -0.44176E+03   0.75456E+02  -0.51722E+03   0.50812E+00  -0.10329E+01
31000  -0.44176E+03   0.76264E+02  -0.51803E+03   0.51356E+00  -0.10660E+01
31050  -0.44176E+03   0.79925E+02  -0.52169E+03   0.53822E+00  -0.12219E+01
31100  -0.44176E+03   0.77204E+02  -0.51897E+03   0.51989E+00  -0.11452E+01
31150  -0.44176E+03   0.79345E+02  -0.52111E+03   0.53431E+00  -0.12476E+01
31200  -0.44176E+03   0.72373E+02  -0.51414E+03   0.48736E+00  -0.97761E+00
31250  -0.44176E+03   0.74126E+02  -0.51589E+03   0.49917E+00  -0.99741E+00
31300  -0.44176E+03   0.81361E+02  -0.52313E+03   0.54789E+00  -0.12732E+01
31350  -0.44176E+03   0.76453E+02  -0.51822E+03   0.51483E+00  -0.10515E+01
31400  -0.44176E+03   0.71636E+02  -0.51340E+03   0.48240E+00  -0.84934E+00
31450  -0.44176E+03   0.72705E+02  -0.51447E+03   0.48959E+00  -0.97420E+00
31500  -0.44176E+03   0.76815E+02  -0.51858E+03   0.51727E+00  -0.11772E+01
31550  -0.44176E+03   0.75395E+02  -0.51716E+03   0.50771E+00  -0.11109E+01
31600  -0.44177E+03   0.79142E+02  -0.52091E+03   0.53295E+00  -0.12474E+01
31650  -0.44176E+03   0.70658E+02  -0.51242E+03   0.47581E+00  -0.89744E+00
31700  -0.44176E+03   0.72303E+02  -0.51407E+03   0.48689E+00  -0.93718E+00
31750  -0.44176E+03   0.85089E+02  -0.52685E+03   0.57299E+00  -0.15169E+01
31800  -0.44176E+03   0.85452E+02  -0.52722E+03   0.57544E+00  -0.16029E+01
31850  -0.44176E+03   0.74963E+02  -0.51673E+03   0.50480E+00  -0.11393E+01
31900  -0.44176E+03   0.73605E+02  -0.51537E+03   0.49565E+00  -0.10009E+01
31950  -0.44176E+03   0.78439E+02  -0.52020E+03   0.52821E+00  -0.11853E+01
32000  -0.44176E+03   0.76636E+02  -0.51840E+03   0.51607E+00  -0.12186E+01
32050  -0.44176E+03   0.84353E+02  -0.52612E+03   0.56803E+00  -0.15125E+01
32100  -0.44176E+03   0.83440E+02  -0.52520E+03   0.56189E+00  -0.13887E+01
32150  -0.44176E+03   0.76228E+02  -0.51799E+03   0.51332E+00  -0.10625E+01
