   0.0000000000000000        1.4015613290865807        4.6718710969552690E-004
   1.0000000000000000E-003   1.4014083439763745        9.3432322435431847E-004
   2.0000000000000000E-003   1.4010061980157860        1.4013252903595805E-003
   3.0000000000000001E-003   1.4003380076856395        1.8681046262547937E-003
   4.0000000000000001E-003   1.3994041846926621        2.3345726878190145E-003
   5.0000000000000001E-003   1.3982052810287142        2.8006411148285859E-003
   6.0000000000000001E-003   1.3967419626673721        3.2662217690510430E-003
   7.0000000000000001E-003   1.3950150546194213        3.7312267872575168E-003
   8.0000000000000002E-003   1.3930255384826584        4.1955686334184030E-003
   9.0000000000000011E-003   1.3907745369149034        4.6591601457233707E-003
   1.0000000000000000E-002   1.3882633284914088        5.1219145885538402E-003
   1.0999999999999999E-002   1.3854933138005907        5.5837456931540370E-003
   1.2000000000000000E-002   1.3824659910340988        6.0445676901654029E-003
   1.3000000000000001E-002   1.3791830393041389        6.5042953699334495E-003
   1.4000000000000000E-002   1.3756462777155503        6.9628441291719667E-003
   1.4999999999999999E-002   1.3718576462919141        7.4201300112692716E-003
   1.6000000000000000E-002   1.3678192388530874        7.8760697575536338E-003
   1.7000000000000001E-002   1.3635332427703994        8.3305808384771009E-003
   1.8000000000000002E-002   1.3590019537248434        8.7835814897187156E-003
   1.9000000000000000E-002   1.3542278295830663        9.2349907662464051E-003
   2.0000000000000000E-002   1.3492134545979038        9.6847285844457072E-003
   2.1000000000000001E-002   1.3439615031938761        1.0132715752177000E-002
   2.1999999999999999E-002   1.3384747671673585        1.0578874007899452E-002
   2.3000000000000000E-002   1.3327561356088400        1.1023126053102399E-002
   2.4000000000000000E-002   1.3268086086084587        1.1465395589305219E-002
   2.5000000000000001E-002   1.3206353212379005        1.1905607363051185E-002
   2.6000000000000002E-002   1.3142394746005073        1.2343687187918020E-002
   2.7000000000000000E-002   1.3076243616730325        1.2779561975142364E-002
   2.8000000000000001E-002   1.3007933752938863        1.3213159766906993E-002
   2.9000000000000001E-002   1.2937500051894855        1.3644409768636822E-002
   2.9999999999999999E-002   1.2864978166132859        1.4073242374174583E-002
   3.1000000000000000E-002   1.2790404400565263        1.4499589187526758E-002
   3.2000000000000001E-002   1.2713816058301504        1.4923383056136809E-002
   3.3000000000000002E-002   1.2635251285250158        1.5344558098978481E-002
   3.4000000000000002E-002   1.2554748701496918        1.5763049722361713E-002
   3.5000000000000003E-002   1.2472347373146817        1.6178794634799942E-002
   3.6000000000000004E-002   1.2388087329849984        1.6591730879128276E-002
   3.6999999999999998E-002   1.2302009108129166        1.7001797849399248E-002
   3.7999999999999999E-002   1.2214153541794770        1.7408936300792408E-002
   3.9000000000000000E-002   1.2124562217561676        1.7813088374711131E-002
   4.0000000000000001E-002   1.2033277378728913        1.8214197620668761E-002
   4.1000000000000002E-002   1.1940341474126346        1.8612209003139639E-002
   4.2000000000000003E-002   1.1845797192971712        1.9007068909572031E-002
   4.3000000000000003E-002   1.1749688049667404        1.9398725177894278E-002
   4.3999999999999997E-002   1.1652058110950601        1.9787127114925966E-002
   4.4999999999999998E-002   1.1552951026289509        2.0172225482468949E-002
   4.5999999999999999E-002   1.1452410694854380        2.0553972505630760E-002
   4.7000000000000000E-002   1.1350481586394516        2.0932321891843911E-002
   4.8000000000000001E-002   1.1247208199707719        2.1307228831834168E-002
   4.9000000000000002E-002   1.1142635501677265        2.1678650015223410E-002
   5.0000000000000003E-002   1.1036808250581580        2.2046543623576130E-002
   5.1000000000000004E-002   1.0929811547310502        2.2410870675153148E-002
   5.2000000000000005E-002   1.0821611110768172        2.2771591045512088E-002
   5.2999999999999999E-002   1.0712290319592368        2.3128667389498501E-002
   5.3999999999999999E-002   1.0601894373301326        2.3482063868608547E-002
   5.5000000000000000E-002   1.0490468429004975        2.3831746149575381E-002
   5.6000000000000001E-002   1.0378057278776147        2.4177681392201254E-002
   5.7000000000000002E-002   1.0264705628925546        2.4519838246498771E-002
   5.8000000000000003E-002   1.0150458172812680        2.4858186852259195E-002
   5.9000000000000004E-002   1.0035359429003174        2.5192698833225967E-002
   5.9999999999999998E-002  0.99194539592565922        2.5523347298534518E-002
   6.0999999999999999E-002  0.98027858326984119        2.5850106826291130E-002
   6.2000000000000000E-002  0.96853983953398293        2.6172953439469123E-002
   6.3000000000000000E-002  0.95673350949432279        2.6491864609300565E-002
   6.4000000000000001E-002  0.94486391237291667        2.6806819246758203E-002
   6.5000000000000002E-002  0.93293533195883638        2.7117797690744481E-002
   6.6000000000000003E-002  0.92095202896904016        2.7424781700400830E-002
   6.7000000000000004E-002  0.90891819459288925        2.7727754431931793E-002
   6.8000000000000005E-002  0.89683797571640766        2.8026700423837262E-002
   6.9000000000000006E-002  0.88471549693448315        2.8321605589482091E-002
   7.0000000000000007E-002  0.87255485012719503        2.8612457206191155E-002
   7.1000000000000008E-002  0.86036006999626569        2.8899243896189912E-002
   7.2000000000000008E-002  0.84813514604092932        2.9181955611536890E-002
   7.2999999999999995E-002  0.83588401315945426        2.9460583615923373E-002
   7.3999999999999996E-002  0.82361053980064458        2.9735120462523589E-002
   7.4999999999999997E-002  0.81131857547055031        3.0005559987680439E-002
   7.5999999999999998E-002  0.79901191263590432        3.0271897291892405E-002
   7.6999999999999999E-002  0.78669427444774387        3.0534128716708318E-002
   7.8000000000000000E-002  0.77436933538489450        3.0792251828503283E-002
   7.9000000000000001E-002  0.76204071565064901        3.1046265400386831E-002
   8.0000000000000002E-002  0.74971197628171393        3.1296169392480734E-002
   8.1000000000000003E-002  0.73738663091508827        3.1541964936119098E-002
   8.2000000000000003E-002  0.72506814369546624        3.1783654317350918E-002
