       -38    0.1000000000E-06    0.6042862893E-07
       -34    0.8000000000E-06    0.1076492104E-05
       -32    0.1600000000E-05    0.4029763553E-05
       -30    0.1050000000E-04    0.1392530519E-04
       -28    0.3350000000E-04    0.4442079442E-04
       -26    0.1061000000E-03    0.1308050050E-03
       -24    0.3106000000E-03    0.3555648681E-03
       -22    0.8521000000E-03    0.8922155065E-03
       -20    0.1994000000E-02    0.2066698535E-02
       -18    0.4374000000E-02    0.4419172333E-02
       -16    0.8751300000E-02    0.8722905863E-02
       -14    0.1604800000E-01    0.1589417077E-01
       -12    0.2704330000E-01    0.2673443470E-01
       -10    0.4189980000E-01    0.4151074974E-01
        -8    0.5988300000E-01    0.5949857863E-01
        -6    0.7902540000E-01    0.7872434317E-01
        -4    0.9591260000E-01    0.9615412988E-01
        -2    0.1080969000E+00    0.1084134787E+00
         0    0.1120853000E+00    0.1128379167E+00
         2    0.1080966000E+00    0.1084134787E+00
         4    0.9591870000E-01    0.9615412988E-01
         6    0.7864820000E-01    0.7872434317E-01
         8    0.5964430000E-01    0.5949857863E-01
        10    0.4184170000E-01    0.4151074974E-01
        12    0.2687820000E-01    0.2673443470E-01
        14    0.1604350000E-01    0.1589417077E-01
        16    0.8794300000E-02    0.8722905863E-02
        18    0.4382900000E-02    0.4419172333E-02
        20    0.2012100000E-02    0.2066698535E-02
        22    0.8395000000E-03    0.8922155065E-03
        24    0.3217000000E-03    0.3555648681E-03
        26    0.1034000000E-03    0.1308050050E-03
        28    0.3360000000E-04    0.4442079442E-04
        30    0.9700000000E-05    0.1392530519E-04
        32    0.2100000000E-05    0.4029763553E-05
        34    0.3000000000E-06    0.1076492104E-05
        36    0.3000000000E-06    0.2654596845E-06
