    0.0000000000E+00    0.0000000000E+00
    0.1000000000E+01    0.1000000000E+01
    0.2000000000E+01    0.1999990155E+01
    0.3000000000E+01    0.2999876553E+01
    0.4000000000E+01    0.3999758621E+01
    0.5000000000E+01    0.4999663461E+01
    0.6000000000E+01    0.5999521932E+01
    0.7000000000E+01    0.6999355424E+01
    0.8000000000E+01    0.7999140287E+01
    0.9000000000E+01    0.8999022892E+01
    0.1000000000E+02    0.9998898462E+01
    0.1100000000E+02    0.1099862148E+02
    0.1200000000E+02    0.1199835633E+02
    0.1300000000E+02    0.1299811285E+02
    0.1400000000E+02    0.1399779808E+02
    0.1500000000E+02    0.1499743734E+02
    0.1600000000E+02    0.1599704301E+02
    0.1700000000E+02    0.1699668999E+02
    0.1800000000E+02    0.1799620294E+02
    0.1900000000E+02    0.1899567398E+02
    0.2000000000E+02    0.1999509055E+02
    0.2100000000E+02    0.2099453828E+02
    0.2200000000E+02    0.2199392805E+02
    0.2300000000E+02    0.2299335365E+02
    0.2400000000E+02    0.2399283708E+02
    0.2500000000E+02    0.2499227581E+02
    0.2600000000E+02    0.2599176003E+02
    0.2700000000E+02    0.2699126219E+02
    0.2800000000E+02    0.2799055994E+02
    0.2900000000E+02    0.2899005006E+02
    0.3000000000E+02    0.2998946972E+02
    0.3100000000E+02    0.3098909585E+02
    0.3200000000E+02    0.3198877822E+02
    0.3300000000E+02    0.3298837780E+02
    0.3400000000E+02    0.3398802862E+02
    0.3500000000E+02    0.3498779745E+02
    0.3600000000E+02    0.3598770149E+02
    0.3700000000E+02    0.3698756823E+02
    0.3800000000E+02    0.3798736817E+02
    0.3900000000E+02    0.3898728399E+02
    0.4000000000E+02    0.3998722346E+02
    0.4100000000E+02    0.4098725481E+02
    0.4200000000E+02    0.4198718517E+02
    0.4300000000E+02    0.4298712998E+02
    0.4400000000E+02    0.4398691972E+02
    0.4500000000E+02    0.4498660404E+02
    0.4600000000E+02    0.4598642693E+02
    0.4700000000E+02    0.4698591716E+02
    0.4800000000E+02    0.4798535023E+02
    0.4900000000E+02    0.4898466831E+02
    0.5000000000E+02    0.4998408515E+02
    0.5100000000E+02    0.5098339920E+02
    0.5200000000E+02    0.5198276402E+02
    0.5300000000E+02    0.5298214174E+02
    0.5400000000E+02    0.5398161185E+02
    0.5500000000E+02    0.5498097872E+02
    0.5600000000E+02    0.5598050352E+02
    0.5700000000E+02    0.5697998705E+02
    0.5800000000E+02    0.5797965772E+02
    0.5900000000E+02    0.5897927186E+02
    0.6000000000E+02    0.5997897519E+02
    0.6100000000E+02    0.6097858663E+02
    0.6200000000E+02    0.6197848352E+02
    0.6300000000E+02    0.6297837408E+02
    0.6400000000E+02    0.6397823648E+02
    0.6500000000E+02    0.6497794023E+02
    0.6600000000E+02    0.6597745640E+02
    0.6700000000E+02    0.6697705549E+02
    0.6800000000E+02    0.6797695341E+02
    0.6900000000E+02    0.6897624400E+02
    0.7000000000E+02    0.6997530900E+02
    0.7100000000E+02    0.7097439531E+02
    0.7200000000E+02    0.7197394970E+02
    0.7300000000E+02    0.7297440939E+02
    0.7400000000E+02    0.7397474720E+02
    0.7500000000E+02    0.7497502256E+02
    0.7600000000E+02    0.7597504147E+02
    0.7700000000E+02    0.7697517569E+02
    0.7800000000E+02    0.7797532435E+02
    0.7900000000E+02    0.7897527017E+02
    0.8000000000E+02    0.7997503770E+02
    0.8100000000E+02    0.8097472981E+02
    0.8200000000E+02    0.8197406340E+02
    0.8300000000E+02    0.8297310880E+02
    0.8400000000E+02    0.8397181955E+02
    0.8500000000E+02    0.8497138245E+02
    0.8600000000E+02    0.8597089023E+02
    0.8700000000E+02    0.8697039637E+02
    0.8800000000E+02    0.8796910190E+02
    0.8900000000E+02    0.8896823927E+02
    0.9000000000E+02    0.8996683512E+02
    0.9100000000E+02    0.9096446356E+02
    0.9200000000E+02    0.9196165590E+02
    0.9300000000E+02    0.9295892697E+02
    0.9400000000E+02    0.9395687240E+02
    0.9500000000E+02    0.9495503248E+02
    0.9600000000E+02    0.9595577110E+02
    0.9700000000E+02    0.9695575973E+02
    0.9800000000E+02    0.9795567320E+02
    0.9900000000E+02    0.9895441440E+02
