       -54    0.2000000000E-06    0.3714723689E-07
       -50    0.3000000000E-06    0.2973439029E-06
       -48    0.8000000000E-06    0.7922598182E-06
       -46    0.1100000000E-05    0.2028170413E-05
       -44    0.5100000000E-05    0.4988494258E-05
       -42    0.1030000000E-04    0.1178861355E-04
       -40    0.2430000000E-04    0.2676604515E-04
       -38    0.5470000000E-04    0.5838938516E-04
       -36    0.1133000000E-03    0.1223803860E-03
       -34    0.2387000000E-03    0.2464438337E-03
       -32    0.4672000000E-03    0.4768176403E-03
       -30    0.8766000000E-03    0.8863696824E-03
       -28    0.1559900000E-02    0.1583090317E-02
       -26    0.2693200000E-02    0.2716593847E-02
       -24    0.4494700000E-02    0.4478906059E-02
       -22    0.7102300000E-02    0.7094918569E-02
       -20    0.1080500000E-01    0.1079819330E-01
       -18    0.1587540000E-01    0.1579003166E-01
       -16    0.2224770000E-01    0.2218416694E-01
       -14    0.3009120000E-01    0.2994549313E-01
       -12    0.3900860000E-01    0.3883721100E-01
       -10    0.4846530000E-01    0.4839414490E-01
        -8    0.5803810000E-01    0.5793831055E-01
        -6    0.6661380000E-01    0.6664492058E-01
        -4    0.7366380000E-01    0.7365402806E-01
        -2    0.7814750000E-01    0.7820853880E-01
         0    0.7957830000E-01    0.7978845608E-01
         2    0.7797020000E-01    0.7820853880E-01
         4    0.7356700000E-01    0.7365402806E-01
         6    0.6658610000E-01    0.6664492058E-01
         8    0.5797110000E-01    0.5793831055E-01
        10    0.4836930000E-01    0.4839414490E-01
        12    0.3894940000E-01    0.3883721100E-01
        14    0.3000610000E-01    0.2994549313E-01
        16    0.2221740000E-01    0.2218416694E-01
        18    0.1581850000E-01    0.1579003166E-01
        20    0.1080440000E-01    0.1079819330E-01
        22    0.7112300000E-02    0.7094918569E-02
        24    0.4419800000E-02    0.4478906059E-02
        26    0.2694000000E-02    0.2716593847E-02
        28    0.1550300000E-02    0.1583090317E-02
        30    0.8832000000E-03    0.8863696824E-03
        32    0.4599000000E-03    0.4768176403E-03
        34    0.2340000000E-03    0.2464438337E-03
        36    0.1169000000E-03    0.1223803860E-03
        38    0.5240000000E-04    0.5838938516E-04
        40    0.2450000000E-04    0.2676604515E-04
        42    0.9900000000E-05    0.1178861355E-04
        44    0.3100000000E-05    0.4988494258E-05
        46    0.1800000000E-05    0.2028170413E-05
        48    0.7000000000E-06    0.7922598182E-06
        50    0.3000000000E-06    0.2973439029E-06
